timestamp,git_hash,platform,device,browser_name,browser_version,cpu/gpu/npu,dataset,split,seed,model_name,bundle_size_mb,model_size_kb,params_millions,latency_ms_p50,latency_ms_p95,tffi_s,fps,peak_ram_mb,bandwidth_mb,power_w,metric_name,metric_value,notes
2025-11-20,init_commit,web,desktop_wsl,chrome,131,gpu,live_webcam,val,42,heuristic_baseline,5.0,0.1,0,0.24,0.30,1.5,60,N/A,N/A,N/A,manual_accuracy,1.0,Baseline open/closed logic
